metric,calendar_qrt,sources,AAN_qrt,AAN,AAP_qrt,AAP,ABG_qrt,ABG,GM_qrt,GM
Revenue,2013Q3,Estimize,2013Q3,,2013Q3,1536.0,2013Q3,,2013Q3,38875.0
Revenue,2013Q3,Guidance,2013Q3,550.0,,,,,,
Revenue,2013Q3,W_high,2013Q3,540.47,2013Q3,1553.0,2013Q3,1393.0,2013Q3,40251.0
Revenue,2013Q3,W_low,2013Q3,536.9,2013Q3,1517.0,2013Q3,1302.0,2013Q3,37382.0
Revenue,2013Q3,Wall_St.,2013Q3,539.52,2013Q3,1528.0,2013Q3,1349.0,2013Q3,38656.0
Revenue,2013Q4,Actuals,2013Q4,553.9,2013Q4,1409.0,2013Q4,1374.0,2013Q4,40500.0
Revenue,2013Q4,E_high,2013Q4,560.23,2013Q4,1525.0,2013Q4,,2013Q4,41840.0
Revenue,2013Q4,E_low,2013Q4,555.0,2013Q4,1387.0,2013Q4,,2013Q4,40000.0
Revenue,2013Q4,E_mean,2013Q4,557.25,2013Q4,1426.0,2013Q4,,2013Q4,41046.0
Revenue,2013Q4,Estimize,2013Q4,557.98,2013Q4,1392.0,2013Q4,,2013Q4,41086.0
Revenue,2013Q4,Guidance,2013Q4,555.0,,,,,,
Revenue,2013Q4,W_high,2013Q4,576.2,2013Q4,1424.0,2013Q4,1352.0,2013Q4,42080.0
Revenue,2013Q4,W_low,2013Q4,554.5,2013Q4,1363.0,2013Q4,1273.0,2013Q4,39906.0
Revenue,2013Q4,Wall_St.,2013Q4,558.52,2013Q4,1383.0,2013Q4,1324.0,2013Q4,40840.0
Revenue,2014Q1,Actuals,2014Q1,585.4,2014Q1,2970.0,2014Q1,1356.0,2014Q1,37400.0
Revenue,2014Q1,E_high,2014Q1,,2014Q1,3040.0,2014Q1,,2014Q1,38552.0
Revenue,2014Q1,E_low,2014Q1,,2014Q1,2892.0,2014Q1,,2014Q1,37518.0
Revenue,2014Q1,E_mean,2014Q1,,2014Q1,2976.0,2014Q1,,2014Q1,38057.0
Revenue,2014Q1,Estimize,2014Q1,,2014Q1,2983.0,2014Q1,,2014Q1,37977.0
Revenue,2014Q1,Guidance,2014Q1,587.5,,,,,,
Revenue,2014Q1,W_high,2014Q1,600.0,2014Q1,3030.0,2014Q1,1338.0,2014Q1,39035.0
Revenue,2014Q1,W_low,2014Q1,586.62,2014Q1,2832.0,2014Q1,1283.0,2014Q1,36054.0
Revenue,2014Q1,Wall_St.,2014Q1,590.3,2014Q1,2990.0,2014Q1,1315.0,2014Q1,37766.0
Revenue,2014Q2,Actuals,2014Q2,672.5,2014Q2,2348.0,2014Q2,1503.0,2014Q2,39600.0
Revenue,2014Q2,E_high,2014Q2,675.57,2014Q2,2334.0,2014Q2,1475.0,2014Q2,40916.0
Revenue,2014Q2,E_low,2014Q2,669.24,2014Q2,2318.0,2014Q2,1392.0,2014Q2,39790.0
Revenue,2014Q2,E_mean,2014Q2,672.2,2014Q2,2323.0,2014Q2,1449.0,2014Q2,40401.0
Revenue,2014Q2,Estimize,2014Q2,671.85,2014Q2,2322.0,2014Q2,1458.0,2014Q2,40337.0
Revenue,2014Q2,Guidance,2014Q2,672.0,,,,,,
Revenue,2014Q2,W_high,2014Q2,672.49,2014Q2,2342.0,2014Q2,1513.0,2014Q2,41530.0
Revenue,2014Q2,W_low,2014Q2,671.8,2014Q2,2294.0,2014Q2,1438.0,2014Q2,39376.0
Revenue,2014Q2,Wall_St.,2014Q2,672.24,2014Q2,2317.0,2014Q2,1477.0,2014Q2,40756.0
Revenue,2014Q3,Actuals,2014Q3,707.6,2014Q3,2290.0,2014Q3,1506.0,2014Q3,39300.0
Revenue,2014Q3,E_high,2014Q3,697.55,2014Q3,2307.0,2014Q3,1529.0,2014Q3,42000.0
Revenue,2014Q3,E_low,2014Q3,692.0,2014Q3,2220.0,2014Q3,1500.0,2014Q3,39400.0
Revenue,2014Q3,E_mean,2014Q3,694.19,2014Q3,2287.0,2014Q3,1516.0,2014Q3,40002.0
Revenue,2014Q3,Estimize,2014Q3,694.4,2014Q3,2290.0,2014Q3,1520.0,2014Q3,40040.0
Revenue,2014Q3,Guidance,2014Q3,,,,,,,
Revenue,2014Q3,W_high,2014Q3,701.7,2014Q3,2311.0,2014Q3,1566.0,2014Q3,41303.0
Revenue,2014Q3,W_low,2014Q3,692.28,2014Q3,2257.0,2014Q3,1465.0,2014Q3,37686.0
Revenue,2014Q3,Wall_St.,2014Q3,695.55,2014Q3,2289.0,2014Q3,1510.0,2014Q3,39785.0
Revenue,2014Q4,Actuals,2014Q4,759.74,2014Q4,2087.0,2014Q4,1503.0,2014Q4,39600.0
Revenue,2014Q4,E_high,2014Q4,745.34,2014Q4,2290.0,2014Q4,,2014Q4,42908.0
Revenue,2014Q4,E_low,2014Q4,728.1,2014Q4,2206.0,2014Q4,,2014Q4,39350.0
Revenue,2014Q4,E_mean,2014Q4,736.81,2014Q4,2266.0,2014Q4,,2014Q4,40535.0
Revenue,2014Q4,Estimize,2014Q4,739.72,2014Q4,2274.0,2014Q4,,2014Q4,40412.0
Revenue,2014Q4,Guidance,2014Q4,,,,,,,
Revenue,2014Q4,W_high,2014Q4,742.4,2014Q4,2324.0,2014Q4,1492.0,2014Q4,40733.0
Revenue,2014Q4,W_low,2014Q4,730.85,2014Q4,2102.0,2014Q4,1453.0,2014Q4,39176.0
Revenue,2014Q4,Wall_St.,2014Q4,739.1,2014Q4,2278.0,2014Q4,1473.0,2014Q4,40011.0
Revenue,2015Q1,Actuals,2015Q1,821.81,2015Q1,3038.0,2015Q1,1542.0,2015Q1,35700.0
Revenue,2015Q1,E_high,2015Q1,806.12,2015Q1,3100.0,2015Q1,1502.0,2015Q1,42000.0
Revenue,2015Q1,E_low,2015Q1,783.0,2015Q1,3053.0,2015Q1,1487.0,2015Q1,38200.0
Revenue,2015Q1,E_mean,2015Q1,796.47,2015Q1,3067.0,2015Q1,1493.0,2015Q1,39037.0
Revenue,2015Q1,Estimize,2015Q1,799.35,2015Q1,3068.0,2015Q1,1494.0,2015Q1,38827.0
Revenue,2015Q1,Guidance,2015Q1,,,,,,,
Revenue,2015Q1,W_high,2015Q1,808.1,2015Q1,3214.0,2015Q1,1530.0,2015Q1,39635.0
Revenue,2015Q1,W_low,2015Q1,778.6,2015Q1,2977.0,2015Q1,1485.0,2015Q1,37111.0
Revenue,2015Q1,Wall_St.,2015Q1,792.8,2015Q1,3055.0,2015Q1,1506.0,2015Q1,38524.0
Revenue,2015Q2,Actuals,2015Q2,769.05,2015Q2,2370.0,2015Q2,1689.0,2015Q2,38200.0
Revenue,2015Q2,E_high,2015Q2,782.0,2015Q2,2450.0,2015Q2,1669.0,2015Q2,41350.0
Revenue,2015Q2,E_low,2015Q2,769.0,2015Q2,2380.0,2015Q2,1600.0,2015Q2,39000.0
Revenue,2015Q2,E_mean,2015Q2,774.79,2015Q2,2395.0,2015Q2,1645.0,2015Q2,40049.0
Revenue,2015Q2,Estimize,2015Q2,775.73,2015Q2,2395.0,2015Q2,1645.0,2015Q2,40042.0
Revenue,2015Q2,Guidance,2015Q2,,,,,,,
Revenue,2015Q2,W_high,2015Q2,790.63,2015Q2,2418.0,2015Q2,1669.0,2015Q2,41335.0
Revenue,2015Q2,W_low,2015Q2,742.54,2015Q2,2358.0,2015Q2,1619.0,2015Q2,38587.0
Revenue,2015Q2,Wall_St.,2015Q2,765.07,2015Q2,2384.0,2015Q2,1645.0,2015Q2,40109.0
Revenue,2015Q3,Actuals,2015Q3,767.69,2015Q3,2295.0,2015Q3,1716.0,2015Q3,38843.0
Revenue,2015Q3,E_high,2015Q3,802.93,2015Q3,2400.0,2015Q3,1679.0,2015Q3,41900.0
Revenue,2015Q3,E_low,2015Q3,782.93,2015Q3,2299.0,2015Q3,1655.0,2015Q3,37888.0
Revenue,2015Q3,E_mean,2015Q3,787.78,2015Q3,2340.0,2015Q3,1670.0,2015Q3,38660.0
Revenue,2015Q3,Estimize,2015Q3,787.56,2015Q3,2336.0,2015Q3,1670.0,2015Q3,38595.0
Revenue,2015Q3,Guidance,2015Q3,,,,,,,
Revenue,2015Q3,W_high,2015Q3,814.61,2015Q3,2336.0,2015Q3,1695.0,2015Q3,39578.0
Revenue,2015Q3,W_low,2015Q3,707.56,2015Q3,2314.0,2015Q3,1619.0,2015Q3,38813.0
Revenue,2015Q3,Wall_St.,2015Q3,780.93,2015Q3,2327.0,2015Q3,1664.0,2015Q3,39196.0
Revenue,2015Q4,Actuals,2015Q4,821.2,2015Q4,2034.0,2015Q4,1641.0,2015Q4,39600.0
Revenue,2015Q4,E_high,2015Q4,822.51,2015Q4,2162.0,2015Q4,1658.0,2015Q4,40500.0
Revenue,2015Q4,E_low,2015Q4,797.0,2015Q4,2025.0,2015Q4,1635.0,2015Q4,37500.0
Revenue,2015Q4,E_mean,2015Q4,809.29,2015Q4,2068.0,2015Q4,1648.0,2015Q4,38281.0
Revenue,2015Q4,Estimize,2015Q4,809.32,2015Q4,2068.0,2015Q4,1649.0,2015Q4,38160.0
Revenue,2015Q4,Guidance,2015Q4,,,,,,,
Revenue,2015Q4,W_high,2015Q4,841.0,2015Q4,2237.0,2015Q4,1649.0,2015Q4,39150.0
Revenue,2015Q4,W_low,2015Q4,795.08,2015Q4,1976.0,2015Q4,1621.0,2015Q4,36139.0
Revenue,2015Q4,Wall_St.,2015Q4,811.53,2015Q4,2066.0,2015Q4,1636.0,2015Q4,37645.0
Revenue,2016Q1,Actuals,2016Q1,854.43,2016Q1,2980.0,2016Q1,1551.0,2016Q1,37265.0
Revenue,2016Q1,E_high,2016Q1,874.5,2016Q1,3167.0,2016Q1,1635.0,2016Q1,39333.0
Revenue,2016Q1,E_low,2016Q1,855.0,2016Q1,2961.0,2016Q1,1621.0,2016Q1,34453.0
Revenue,2016Q1,E_mean,2016Q1,866.17,2016Q1,3027.0,2016Q1,1628.0,2016Q1,35927.0
Revenue,2016Q1,Estimize,2016Q1,868.51,2016Q1,3029.0,2016Q1,1628.0,2016Q1,35564.0
Revenue,2016Q1,W_high,2016Q1,873.2,2016Q1,3067.0,2016Q1,1646.0,2016Q1,36523.0
Revenue,2016Q1,W_low,2016Q1,855.03,2016Q1,2923.0,2016Q1,1589.0,2016Q1,33375.0
Revenue,2016Q1,Wall_St.,2016Q1,863.52,2016Q1,3013.0,2016Q1,1624.0,2016Q1,34949.0
Revenue,2016Q2,Actuals,2016Q2,789.35,2016Q2,2256.0,2016Q2,1627.0,2016Q2,42400.0
Revenue,2016Q2,E_high,2016Q2,826.0,2016Q2,2278.0,2016Q2,1752.0,2016Q2,41159.0
Revenue,2016Q2,E_low,2016Q2,807.0,2016Q2,2227.0,2016Q2,1698.0,2016Q2,38519.0
Revenue,2016Q2,E_mean,2016Q2,815.66,2016Q2,2250.0,2016Q2,1730.0,2016Q2,39192.0
Revenue,2016Q2,Estimize,2016Q2,815.03,2016Q2,2248.0,2016Q2,1725.0,2016Q2,39215.0
Revenue,2016Q2,W_high,2016Q2,822.3,2016Q2,2267.0,2016Q2,1752.0,2016Q2,
Revenue,2016Q2,W_low,2016Q2,799.31,2016Q2,2220.0,2016Q2,1702.0,2016Q2,
Revenue,2016Q2,Wall_St.,2016Q2,814.73,2016Q2,2246.0,2016Q2,1726.0,2016Q2,39095.0
Revenue,2016Q3,Actuals,2016Q3,768.98,2016Q3,2249.0,2016Q3,1683.0,2016Q3,42825.0
Revenue,2016Q3,E_high,2016Q3,817.0,2016Q3,2300.0,2016Q3,1754.0,2016Q3,43990.0
Revenue,2016Q3,E_low,2016Q3,777.33,2016Q3,2122.0,2016Q3,1676.0,2016Q3,34235.0
Revenue,2016Q3,E_mean,2016Q3,791.43,2016Q3,2196.0,2016Q3,1710.0,2016Q3,39899.0
Revenue,2016Q3,Estimize,2016Q3,785.12,2016Q3,2198.0,2016Q3,1685.0,2016Q3,40326.0
Revenue,2016Q3,W_high,2016Q3,801.0,2016Q3,2215.0,2016Q3,1754.0,2016Q3,41253.0
Revenue,2016Q3,W_low,2016Q3,772.21,2016Q3,2171.0,2016Q3,1654.0,2016Q3,38645.0
Revenue,2016Q3,Wall_St.,2016Q3,784.39,2016Q3,2197.0,2016Q3,1704.0,2016Q3,40093.0
Revenue,2016Q4,Actuals,2016Q4,794.95,2016Q4,2083.0,2016Q4,1667.0,2016Q4,43918.0
Revenue,2016Q4,E_high,2016Q4,867.0,2016Q4,2077.0,2016Q4,1667.0,2016Q4,45440.0
Revenue,2016Q4,E_low,2016Q4,800.0,2016Q4,1948.0,2016Q4,1603.0,2016Q4,34732.0
Revenue,2016Q4,E_mean,2016Q4,820.31,2016Q4,2009.0,2016Q4,1620.0,2016Q4,42243.0
Revenue,2016Q4,Estimize,2016Q4,816.63,2016Q4,2016.0,2016Q4,1613.0,2016Q4,42395.0
Revenue,2016Q4,W_high,2016Q4,830.9,2016Q4,2027.0,2016Q4,1667.0,2016Q4,42991.0
Revenue,2016Q4,W_low,2016Q4,799.22,2016Q4,1985.0,2016Q4,1582.0,2016Q4,41181.0
Revenue,2016Q4,Wall_St.,2016Q4,818.61,2016Q4,2008.0,2016Q4,1615.0,2016Q4,42204.0
Revenue,2017Q1,Actuals,2017Q1,844.55,2017Q1,2891.0,2017Q1,1552.0,2017Q1,41200.0
Revenue,2017Q1,E_high,2017Q1,847.2,2017Q1,3006.0,2017Q1,1618.0,2017Q1,43333.0
Revenue,2017Q1,E_low,2017Q1,822.82,2017Q1,2850.0,2017Q1,1560.0,2017Q1,35014.0
Revenue,2017Q1,E_mean,2017Q1,831.29,2017Q1,2945.0,2017Q1,1575.0,2017Q1,40521.0
Revenue,2017Q1,Estimize,2017Q1,829.61,2017Q1,2930.0,2017Q1,1566.0,2017Q1,40737.0
Revenue,2017Q1,W_high,2017Q1,847.2,2017Q1,2969.0,2017Q1,1620.0,2017Q1,42015.0
Revenue,2017Q1,W_low,2017Q1,819.71,2017Q1,2899.0,2017Q1,1511.0,2017Q1,38489.0
Revenue,2017Q1,Wall_St.,2017Q1,833.35,2017Q1,2931.0,2017Q1,1557.0,2017Q1,40252.0
Revenue,2017Q2,Actuals,2017Q2,815.64,2017Q2,2264.0,2017Q2,1632.0,2017Q2,36984.0
Revenue,2017Q2,E_high,2017Q2,800.0,2017Q2,2378.0,2017Q2,1672.0,2017Q2,44000.0
Revenue,2017Q2,E_low,2017Q2,782.37,2017Q2,2190.0,2017Q2,1640.0,2017Q2,38769.0
Revenue,2017Q2,E_mean,2017Q2,790.83,2017Q2,2271.0,2017Q2,1650.0,2017Q2,40915.0
Revenue,2017Q2,Estimize,2017Q2,791.72,2017Q2,2249.0,2017Q2,1649.0,2017Q2,40363.0
Revenue,2017Q2,W_high,2017Q2,799.72,2017Q2,2305.0,2017Q2,1672.0,2017Q2,43113.0
Revenue,2017Q2,W_low,2017Q2,783.1,2017Q2,2218.0,2017Q2,1614.0,2017Q2,37380.0
Revenue,2017Q2,Wall_St.,2017Q2,790.37,2017Q2,2262.0,2017Q2,1649.0,2017Q2,40247.0
Revenue,2017Q3,Actuals,2017Q3,838.88,2017Q3,2182.0,2017Q3,1602.0,2017Q3,33623.0
Revenue,2017Q3,E_high,2017Q3,836.84,2017Q3,2327.0,2017Q3,1757.0,2017Q3,44000.0
Revenue,2017Q3,E_low,2017Q3,778.9,2017Q3,2170.0,2017Q3,1696.0,2017Q3,32846.0
Revenue,2017Q3,E_mean,2017Q3,824.75,2017Q3,2235.0,2017Q3,1708.0,2017Q3,38023.0
Revenue,2017Q3,Estimize,2017Q3,830.17,2017Q3,2216.0,2017Q3,1704.0,2017Q3,36562.0
Revenue,2017Q3,W_high,2017Q3,842.61,2017Q3,2235.0,2017Q3,1757.0,2017Q3,
Revenue,2017Q3,W_low,2017Q3,810.8,2017Q3,2192.0,2017Q3,1674.0,2017Q3,
Revenue,2017Q3,Wall_St.,2017Q3,827.99,2017Q3,2214.0,2017Q3,1710.0,2017Q3,31597.0
Revenue,2017Q4,Actuals,2017Q4,884.63,2017Q4,2037.0,2017Q4,1671.0,2017Q4,37715.0
Revenue,2017Q4,E_high,2017Q4,878.6,2017Q4,2135.0,2017Q4,1753.0,2017Q4,42418.0
Revenue,2017Q4,E_low,2017Q4,870.16,2017Q4,2000.0,2017Q4,1660.0,2017Q4,32100.0
Revenue,2017Q4,E_mean,2017Q4,874.1,2017Q4,2044.0,2017Q4,1682.0,2017Q4,34998.0
Revenue,2017Q4,Estimize,2017Q4,873.82,2017Q4,2019.0,2017Q4,1674.0,2017Q4,33827.0
Revenue,2017Q4,W_high,2017Q4,893.58,2017Q4,2040.0,2017Q4,1753.0,2017Q4,35032.0
Revenue,2017Q4,W_low,2017Q4,854.82,2017Q4,1972.0,2017Q4,1670.0,2017Q4,31492.0
Revenue,2017Q4,Wall_St.,2017Q4,874.34,2017Q4,2010.0,2017Q4,1704.0,2017Q4,33262.0
Revenue,2018Q1,Actuals,2018Q1,954.81,2018Q1,2874.0,2018Q1,1609.0,2018Q1,36099.0
Revenue,2018Q1,E_high,2018Q1,944.27,2018Q1,3039.0,2018Q1,1587.0,2018Q1,41300.0
Revenue,2018Q1,E_low,2018Q1,925.16,2018Q1,2867.0,2018Q1,1573.0,2018Q1,33000.0
Revenue,2018Q1,E_mean,2018Q1,936.38,2018Q1,2926.0,2018Q1,1580.0,2018Q1,36092.0
Revenue,2018Q1,Estimize,2018Q1,938.17,2018Q1,2909.0,2018Q1,1580.0,2018Q1,34804.0
Revenue,2018Q1,W_high,2018Q1,976.45,2018Q1,2966.0,2018Q1,1587.0,2018Q1,
Revenue,2018Q1,W_low,2018Q1,919.0,2018Q1,2873.0,2018Q1,1567.0,2018Q1,
Revenue,2018Q1,Wall_St.,2018Q1,941.27,2018Q1,2911.0,2018Q1,1577.0,2018Q1,34147.0
Revenue,2018Q2,Actuals,2018Q2,927.86,2018Q2,2327.0,2018Q2,1724.0,2018Q2,36760.0
Revenue,2018Q2,E_high,2018Q2,936.61,2018Q2,2362.0,2018Q2,1693.0,2018Q2,40267.0
Revenue,2018Q2,E_low,2018Q2,898.12,2018Q2,2235.0,2018Q2,1680.0,2018Q2,33740.0
Revenue,2018Q2,E_mean,2018Q2,922.97,2018Q2,2274.0,2018Q2,1686.0,2018Q2,37011.0
Revenue,2018Q2,Estimize,2018Q2,927.3,2018Q2,2275.0,2018Q2,1687.0,2018Q2,37615.0
Revenue,2018Q2,W_high,2018Q2,958.42,2018Q2,2284.0,2018Q2,,2018Q2,37983.0
Revenue,2018Q2,W_low,2018Q2,910.1,2018Q2,2241.0,2018Q2,,2018Q2,36170.0
Revenue,2018Q2,Wall_St.,2018Q2,925.81,2018Q2,2265.0,2018Q2,1692.0,2018Q2,36953.0
Revenue,2018Q3,Actuals,2018Q3,953.07,2018Q3,2275.0,2018Q3,1757.0,2018Q3,35791.0
Revenue,2018Q3,E_high,2018Q3,960.0,2018Q3,2331.0,2018Q3,1712.0,2018Q3,38000.0
Revenue,2018Q3,E_low,2018Q3,912.84,2018Q3,2199.0,2018Q3,1693.0,2018Q3,30985.0
Revenue,2018Q3,E_mean,2018Q3,943.04,2018Q3,2240.0,2018Q3,1701.0,2018Q3,34569.0
Revenue,2018Q3,Estimize,2018Q3,952.14,2018Q3,2248.0,2018Q3,1697.0,2018Q3,34464.0
Revenue,2018Q3,W_high,2018Q3,953.43,2018Q3,2248.0,2018Q3,1712.0,2018Q3,36238.0
Revenue,2018Q3,W_low,2018Q3,936.6,2018Q3,2215.0,2018Q3,1678.0,2018Q3,30268.0
Revenue,2018Q3,Wall_St.,2018Q3,948.48,2018Q3,2234.0,2018Q3,1695.0,2018Q3,34207.0
Revenue,2018Q4,Actuals,2018Q4,993.18,2018Q4,2105.0,2018Q4,1784.0,2018Q4,38399.0
Revenue,2018Q4,E_high,2018Q4,1000.0,2018Q4,2163.0,2018Q4,1785.0,2018Q4,38000.0
Revenue,2018Q4,E_low,2018Q4,910.2,2018Q4,2046.0,2018Q4,1748.0,2018Q4,31940.0
Revenue,2018Q4,E_mean,2018Q4,963.02,2018Q4,2114.0,2018Q4,1772.0,2018Q4,36924.0
Revenue,2018Q4,Estimize,2018Q4,978.08,2018Q4,2135.0,2018Q4,1776.0,2018Q4,37187.0
Revenue,2018Q4,W_high,2018Q4,1026.0,2018Q4,2123.0,2018Q4,1777.0,2018Q4,37453.0
Revenue,2018Q4,W_low,2018Q4,977.42,2018Q4,2080.0,2018Q4,1748.0,2018Q4,36547.0
Revenue,2018Q4,Wall_St.,2018Q4,996.32,2018Q4,2104.0,2018Q4,1763.0,2018Q4,37000.0
